"id","label","type"
"985","De Broekse weerwolf

Op een zomerse avond zat Kulhannes bij ome Sjef in d'n hêrd te buurten over vrouwen en katten, toen de hond blafte en de buurman binnenkwam.
""Ge komt ês geroepen, buurman. D'r worde gezeed, dêt 'r gienderwijd in 't Broek 'nen miens woont, die z'n êigen ês 'nen wirwolf vermolmen kan. Ik hê d'r nooit niks af geheurd of gezien"", zei ome Sjef. De buurman meende er ooit iets over gehoord te hebben. Kulhannes echter wist krêk hoe het zat en vertelde toen het verhaal over Knillis.
Wie was Knillis? ""Knillis waar 'n gestruikt boeremênneke mi 'nen dikke kop, bruinzige taand, 'n krom neus, bree wenkbrauwes en stêile haor. Hij hâ aalt 'n paor grote zwarte klompen aon en droeg 's wêrkendaogs 'nen blauwe gestripte keel mi lêpkes d'r op en 'n kaol turkslere broek mi 'n klep. Um z'ne nek hât-ie 'n kettingske en 't kroôs van z'n broek hong bekant op z'n knieës. Knillis waar 'ne gladzak in z'n praoten en rauw in de mond. Es ie tegen kêinder gepraot hâ, hâ'n d'ouw lui skrik van d'r êigen kêinder"", zei Kulhannes.

Knillis scharrelde 'n beetje in vee en witte kolen, deed overdag wat boerenwerk en huuide 's nachts in de sprei. Zijn boerderijke lag langs de rijksweg van Den Bosch naar Eindhoven. Op dit langgerekt, door de tand des tijds aangetast oud boerengedoentje, dat eenvoud en armoede uitademde, leefde Knillis met 'n paard, 'n varken, twee koeien, dertien kippen, 'n vrouwke en een heel stel kinderen.

In het voorjaar werkte hij als 'nen boer, die de lap niet neffen 't gat zette en in het najaar, als de bladeren van de bomen vielen en sommige boeren met een koe naar de stier liepen, nam Knillis ooit de gedaante van een woeste hond aan, werd gezegd. Niemand wist waar en wanneer. Alleen Govert uit Hezelaar wist het. Die had het aan den lijve ondervonden.

Govert was 'nen boer met weinig hooi op zolder. Zoals zoveel boeren teelde hij rogge, haver, boekweit, vlas en ook 'n beetje aardappelen. In d'êkker op de zwaarste grond had hij ieder jaar 'nen plak van 'nen leupes of twee, drie met kraolen, saksen, noorderlingen, ijselsterren of blauwpuntjes (soort aardappelen).
In het voorjaar pootte hij met 'n houten ploeg en 'n paar strakke benen de zogenaamde zetters. En tegen de tijd, dat de pootaardappelen goed aan het groeien gingen, kroop hij met zijn vronw en 'n slechte broek aan over het land om het onkruid er uit te trekken en de grond los te krabben.
""Wie z'n êigen hofke wiedt, ziet 't pluksel bij iemes aanders nie"", dacht Govert.
In september-oktober hanteerde hij de rooi-riek en gooide zijn vrouw de gestoken aardappelen in een mand. De grote aardappelen gooide ze in een grote mand en de kleinere in een andere mand. Vervolgens werden de aardappelen in zakken geschud en met paard en kar naar huis gehaald. De kleine aardappelen voeierde Govert op aan de koeien en het varken en de grote aardappelen schudde hij in de kelder onder de bakoven of in de kuil bij den dries. Met wat er aan kraolen of saksen overbleef, ging hij naar de markt, onder andere naar de markt in Eindhoven.
""Nie beters te weten waar 't in Endhoven, in d'n herfst en lichelijk wel twee maond aon 'n stuk, alle dinsdage êrrepel- en kolemêrt"", zei Kulhannes.
Met paard en hoogkar en in zakken van honderd pond bracht Govert de daags tevoren uitgezochte aardappelen naar de markt. 's Nachts om 'n uur of twee, half drie, spande hij in en vertrok. Met of zonder de grauwe huif over de kar, afhankelijk van het weer en onder de kar 'ne rosdoek met wat hooi, haver en brood voor 't paard en enkele boterhammen voor z'n eigen, reed Govert over de lange bonkige keiweg van Liempde naar Eindhoven.
""'k Ben d'r nie bij gewist, mêr d'r worde gezeed, dê Napoleon zelf de keien geleed hê. 't Waren toch zo'n stom keien. Op dieën keiwegt butsten de raoi van de kaar van d'n ene bult naor 't aandere gat en oew êingewaand ôk"", zei Kulhannes.
Op de markt in Eindhoven spande Govert zijn paard uit en verkocht hij de aardappelen aan iedereen, die ze hebben wou. De ene kocht 'nen zak en d'n andere 'ne kwak. Voor acht stuivers per vat vlogen de aardappelen van zijn kar af. Net zo lang tot hij uitverkocht was. Dan spande hij z'n paard weer tussen de burries en reed naar huis toe.
In 1918, op 'nen herfstige dinsdag in oktober, was hij 's middags rond half drie al zijn aardappelen kwijt. Met een lege kar en enkele guldens in zijn geldbuiltje zoedelde hij naar Liempde. Het paard liep stapvoets, de kar sprong van de ene kei van de weg op de andere en Govert zat met z'n pijp in z'n mond op de schei van de kar, krêk achter het paard z'n kont.
Hij keek 'ns hierheen en daarheen, praatte tegen z'n paard of zei niks, want Govert was gene zwetskloot en zijn paard kende de weg.
In Acht stopte hij bij de Achtse Peer. Dat was een boerenherberg, waar zijn paard enkele sneeien brood met wat haver kreeg en Govert 'n bakske koffie zonder suiker dronk. Na de koffie ging het weer verder. Maar wat gebeurde er?
Ter hoogte van Best zag hij plotseling langs de karweg 'nen grote, zwartgevlekte hond met 'ne stompe neus en 'ne kromme staart. Als 'n kalf zo groot was ie. Om z'n nek hing 'n ketting en uit zijn bek kwam 'ne rode zakdoek. Met vlammende ogen keek hij Govert aan. Z'n kop trilde, z'n lijf schudde en z'n kromme staart zwiepte op en neer. Govert trok stevig aan zijn pijp en voelde zich niks op zijn gemak. Temeer daar de hond met de rode zakdoek in zijn bek naast de achterste benen van het paard kwam lopen en bleef lopen. Geregeld hief hij zijn kop schuimbekkend opzij en keek hij Govert strak aan.
Govert, die van 'ne dolle hond en 'n veulen zonder kop geen schrik had, wist zich geen raad. ""Es ie mêr langst
nêffen 't pêrd blêft lopen"", dacht hij. Nauwelijks had hij dit gedacht of de hond sprong met duvels geweld op zijn rug. Govert schrok gruwelijk. Als versteend zat hij op de schei van de kar en kon geen woord zeggen. Pas toen hij de klauwende voorpoten om zijn keel en de klemmende achterpoten van de zwarte hond om zijn vege lijf voelde knellen, riep hij alle Heiligen uit d'n hemel bij mekare. De Heiligen deden niks en Govert vocht met zichzelf en de hond. Als 'nen rauwe boer probeerde hij het beest van zijn rug af te schudden. Hij schopte, schreeuwde, zwaaide en sloeg, maar wat hij ook deed, het lukte niet. De hond grauwde en bleef hangen, de kar kraakte en bleef klinken en het paard liep verder. Hoe harder Govert schreeuwde des te harder de kar kraakte, de hond bromde en het paard liep.
Het was windstil en de lucht was grauw. Donker grijze wolken grepen elkaar vast en Govert voelde zich als een eenzame, geketende gevangene op z'n eigen krakende kar. Plotseling, halverwege Best en Liempde, werd het klinkend gekraak van zijn kar gebroken door heldere klanken van een luidend Angelusklokje. Het paard schrok. De hond zweeg. En Govert? Hij maakte een kruisteken en bad het Onze Vader. ""Amen, Amen"", riep hij uit. Toen viel de woeste, zware hond brullend en brommend, als 'ne kluit aarde van zijn rug af, verdween en verloor zijn ketting.
Govert slaakte een diepe bevrijdende zucht en zweeg, de kar kraakte en praatte en het paard liep verder en harder. Rond 'n uur of zes kwam hij bij de boerderij van Knillis aan. De boerderij lag op 'n balscheut van de karweg af en Knillis was vóór het huis de sloot aan het schoonmaken. Toen hij Govert zag, stak hij z'n hand omhoog en riep: ""Hoi Govert"".
Govert zwaaide terug en zag krêk, dat Knillis geen ketting droeg en de flarden van 'nen rode zakdoek tussen z'n bruine tanden had.
","content"
"986","geo14378","place"
"987","Liempde","place"
"988","51.569362","place"
"989","5.3723188","place"
"993","zakdoek","keyword"
"994","zwaaien","keyword"
"995","markt","keyword"
"996","bidden","keyword"
"997","verliezen","keyword"
"998","tanden","keyword"
"999","luiden","keyword"
"1000","amen","keyword"
"1001","heiligen","keyword"
"1002","afvallen","keyword"
"1003","aanroepen","keyword"
"1004","onze vader","keyword"
"1005","kruisteken","keyword"
"1006","vermolmen","keyword"
"1007","zwartgevlekt","keyword"
"1008","vlammende ogen","keyword"
"1009","besprongen","keyword"
"1010","knellen","keyword"
"1011","angelusklokje","keyword"
"1012","flarden","keyword"
"1013","nl.verhalenbank.70091","story"
"1014","De weerwolf was in de polder, dat hoorde je wel is zegge. Dan hoorde ze een soort brullen. Ze zeje ok wel, dat de schape door de weerwolf verscheurd ware.","content"
"1015","geo37307","place"
"1016","Hoogblokland","place"
"1017","51.8744633","place"
"1018","4.9753367","place"
"1022","brullen","keyword"
"1023","polder","keyword"
"1024","nl.verhalenbank.60741","story"
"1025","Weerwolven:
Late wandelaars in donkere stormachtige winteravonden werden soms door de weerwolf besprongen. Deze klemde zich op hun rug vast, en veroorzaakte een ondragelijke last en een wurgend gevoel. Men zag nooit iets als een vage wolfsfiguur en gloeiende ogen. Bij Lormans was indertijd, lang voor onze heugenis, een aantrekkelijke jonge dochter. Een aanbidder uit de buurt zwierf ’s avonds laat om het huis. De dochter scheen dit niet ongevallig, want ze opende wel een stiekem de bovendeur (dit oude huis had nog een voordeur, waarvan de bovenste helft apart open ging). De jonge mannen droegen in die tijd nog een blauw linnen voorschoot, die tot over de knie reikte. Dit heugt ons nog even, daar een ongetrouwde oom deze voorschoot nog altijd droeg (± 1900).
Het bleek nu, dat deze jongeman ook door de weerwolf geplaagd werd. Bij het tête à tête aan de deur lag de weerwolf aan zijn voeten als een hond. Als de voorschoot door de wind opwaaide, en een slip de kop van het dier raakte, zuchtte dit uit de grond van zijn hart!
","content"
"1026","geo36475","place"
"1027","Helden","place"
"1028","51.319895","place"
"1029","6.000376800000026","place"
"1030","geo42170","place"
"1031","Engels, Johannes ","person unknown_gender narrator"
"1034","Engels-Lemmen, Maria ","person unknown_gender narrator"
"1037","plagen","keyword"
"1038","jongeman","keyword"
"1039","vergezellen","keyword"
"1040","klemmen","keyword"
"1041","vastklemmen","keyword"
"1042","nl.verhalenbank.72679","story"
"1043","Nou je 't over de weerwolf heb, je had hier vroeger een vent en die verkleede z'n eige as weerwolf, om de mense bang te make. Dan liep die erges buite Montfoort rond. Toen hebbe d'r een paar kerels de koppe bij mekaar gestoke. ""We zalle dat die kerel wel is aflere"". Ze zijn d'r naar toegegaan met een geweer en op de kogel hadde ze een dubbeltie gedaan. Een gesplete dubbeltie. Nou had die kerel geluk, dat ie daar die avond net niet liep, anders was 't 'm slecht vergaan.","content"
"1044","geo44216","place"
"1045","geo44217","place"
"1049","gespleten","keyword"
"1050","slecht","keyword"
"1051","pesten","keyword"
"1052","voor de gek houden","keyword"
"1053","voor de grap","keyword"
"1054","nl.verhalenbank.128081","story"
"1055","Vroeger werd er gezegd dat ge hier nooit door 't karspoor door 't paardenpad mocht lopen, 's nachts tussen twaalf en één uur. Dede ge dat wel dan werd ge aangevallen door een zwarte hond.","content"
"1056","geo47711","place"
"1057","Lith","place"
"1058","51.8065563","place"
"1059","5.439997100000028","place"
"1060","P. v.d. Zande","person unknown_gender narrator"
"1063","gezegd","keyword"
"1064","karspoor","keyword"
"1065","tussen twaalf en een","keyword"
"1066","nl.verhalenbank.13222","story"
"1067","De Weerwolf
Een boerenknecht kroop 's nachts klokslag 12 uur in de lindenboom voor de boerderij. Boven in de boom hing voor gewone mensen onzichtbaar een hoepeltje. Dat hing de knecht om zijn hals. Als ie uit de boom geklauterd was, liep ie in de gedaante van een hond weg en verscheurde alles wat hem in de weg kwam. Als ie een tijd zo rondgelopen had, was ie weer gewoon mens. Na een tijd was het de boer, bij wie de weerwolf in dienst was, opgevallen, dat zijn knecht nacht op nacht weg was. Hij ging naar de pastoor en die had het zaakje meteen door. Hij zei tegen de boer: ""Jij moet je knecht met een zak koren naar Den Bosch sturen, en dan moet je hem op zo'n tijd laten gaan, dat ie in geen geval voor 12 uur in de nacht terug kan zijn."" De dag, waarop dat gebeuren zou, werd afgesproken. De avond van die bewuste dag was de geestelijke op de boerderij, en klokslag 12 uur, middernacht, haalde hij het hoepeltje uit de boom. Maar wie was er ook onder de boom? De knecht. Maar toen ie zag, dat de pastoor het hoepeltje had, was ie onmiddellijk spoorloos verdwenen. En men heeft hem nooit meer teruggezien. ","content"
"1068","geo3048","place"
"1069","Erp","place"
"1070","51.6015073","place"
"1071","5.6062082","place"
"1075","vreemd","keyword"
"1076","raad","keyword"
"1077","klimmen","keyword"
"1078","boodschap","keyword"
"1079","begrijpen","keyword"
"1080","opdracht","keyword"
"1081","vermoorden","keyword"
"1082","rondlopen","keyword"
"1083","taak","keyword"
"1084","gedrag","keyword"
"1085","hoepel","keyword"
"1086","omtoveren","keyword"
"1087","doorzien","keyword"
"1088","nl.verhalenbank.18119","story"
"1089","Jehannes Nicolai fan Twizel syn jongste soan, dat is in wearwolf.

","content"
"1090","geo6698","place"
"1094","zoon","keyword"
"1095","nl.verhalenbank.127463","story"
"1096","Sommige mensen konden weerwolven. Dat was een soort zwarte hond. ","content"
"1097","geo47171","place"
"1098","Moerdijk","place"
"1099","51.7018167","place"
"1100","4.627349900000013","place"
"1101","de Visser, Jac.","person unknown_gender narrator"
"1104","nl.verhalenbank.127913","story"
"1105","Dat was in Rhenoy, die man was daar zo van overtuigd, dat ie achter 'm aanliep. Dat was de weerwolf.","content"
"1106","geo47606","place"
"1107","Gellicum","place"
"1108","51.8769615","place"
"1109","5.155708300000015","place"
"1110","geo47607","place"
"1111","Rhenoy","place"
"1112","51.8824694","place"
"1113","5.154750499999977","place"
"1114","L. van Iterson","person unknown_gender narrator"
"1117","overtuigd","keyword"
"1118","achter","keyword"
"1119","Rhenoy","keyword"
"1120","nl.verhalenbank.50651","story"
"1121","Vroeger hadden ze het wel eens over mensen die gingen weerwolven. Ook een soort spokerij.","content"
"1122","geo36048","place"
"1123","Ameide","place"
"1124","51.9543595","place"
"1125","4.9624281","place"
"1126","geo41163","place"
"1127","Diepenhorst, L.","person unknown_gender narrator"
"1130","spokerij","keyword"
"1131","nl.verhalenbank.32660","story"
"1132","Yn Hoensbroek yn Súd-Limburch hat myn broer wenne. Dêr wenne in frou, dy wie der ris in kear op út om modisels (= melkdistels) to sykjen yn in sek. Se hie der noch mar in lyts protsje yn, doe soe se dy sek optille. Mar sy koe him net fan 'e groun krije, sa swier wied er. De wjerwolf siet der yn, sei se.

","content"
"1133","geo19935","place"
"1134","Kootstertille","place"
"1135","53.2118299","place"
"1136","6.0922821","place"
"1140","zak","keyword"
"1141","optillen","keyword"
"1142","tillen","keyword"
"1143","plotseling","keyword"
"1144","melkdistels","keyword"
"1145","nl.verhalenbank.126350","story"
"1146","Je had ok van die mensen, die geloofden aan de weerwolf. Da was zo. Ze dachte, die of die kon schielijk van een hond een mens worden. Da was zo erg, d'r ware mense die beweerde, ze hadde de weerwolf gezien.","content"
"1147","geo45758","place"
"1148","Aalburg","place"
"1149","51.751294","place"
"1150","5.057084799999984","place"
"1154","mens-hond","keyword"
"1155","nl.verhalenbank.46988","story"
"1156","De weerwolf kan achter op je springen.","content"
"1157","geo32908","place"
"1158","Liessel","place"
"1159","51.4141759","place"
"1160","5.821055","place"
"1164","achterop","keyword"
"1165","nl.verhalenbank.70491","story"
"1166","De weerwolf dat is iets in de staart van een paard. ""Hij heb de weerwolf in z'n staart"", zeje ze dan. Van m'n vader heb ik, die had is van iemand gehoord, je moest d'r mee naar een smid in Gelderland. Die deed d'r wat an, strijke of hoe dan ok. Dan was 't paard weer beter.","content"
"1167","geo37670","place"
"1168","Noordeloos","place"
"1169","51.9041025","place"
"1170","4.944463","place"
"1174","ziek","keyword"
"1175","beter","keyword"
"1176","strijken","keyword"
"1177","genezen","keyword"
"1178","smid","keyword"
"1179","paarden","keyword"
"1180","nl.verhalenbank.70415","story"
"1181","Iemand die veel eet, die noemde ze een weerwolf.","content"
"1182","geo37602","place"
"1186","nl.verhalenbank.126305","story"
"1187","Ja, dat dachte ze vroeger, sommige mense konden weerwolven. Ze konde d'r eige verandere in een zwarte hond met vurige ogen. Kijk, dat was zo: alleen met een vlierestok kon je ze raken. Dan had je ze tegen d'r achterpoot of tegen de voorpoot geslagen en dan liep zo'n man later kreupel of met z'n arm in een doek. Met een zilver dubbeltje in 't geweer kon je ze ook raken. D'r heb d'r hier nog een gezeten, dat is nog niet zo lang geleden, een man, die moest 's nachts waken, dat was de nachtwaker. As tie rondging, dan ging die klepperen. Hij ging ok wel is slapen. Toen zei die op een keer: ,,Ik heb de weerwolf gezien!'' Maar dat was zeker als rechtvaardiging voor eht slapen.","content"
"1188","geo45710","place"
"1189","geo45711","place"
"1193","raken","keyword"
"1194","zilveren","keyword"
"1195","achterpoot","keyword"
"1196","voorpoot","keyword"
"1197","vlierstok","keyword"
"1198","nl.verhalenbank.72844","story"
"1199","Jao, de weerwolf, dat hek hier genoeg gehoord. Dan zagge ze d'r ene in 't wit. Ze hebbe d'r nooit geen een kenne krijge. Toen was 't nogal erg. Ze hadden een deken of laken om of zo iets.","content"
"1200","geo44547","place"
"1204","wit","keyword"
"1205","laken","keyword"
"1206","deken","keyword"
"1207","nl.verhalenbank.126284","story"
"1208","De weerwolf, ja, hier was iemand die noemde ze de weerwolf. 't Was gewoon een oud mannetje. Hij ging er 's nachts om twaalf uur op uit. ,,Hij gaat bujen'' werd er dan gezegd. Hij kon weerwolven. Als schooljonges waren we d'r bang voor. Weerwolven dat waren mensen met de gedaante van een wolf. Vurige ogen. Ik herinner me uit m'n jeugd nog een verhaal, een dienstmeid had een vrije avond gehad en ze kwam thuis op de boederij. De weerwolf was op haar rug gesprongen. En die broer van die boer komt even later thuis, hetzelfde. ,,Wat d'r nou op m'n rug zit''. De boer pakt een lataarn en ging kijken. Wat was 't nou? 't Was een bok! Want ze hadden daar zo'n aanhalige bok, die kwam wel is met z'n kop tegen je an stoten.","content"
"1209","geo45692","place"
"1210","Meteren","place"
"1211","51.863947","place"
"1212","5.281355100000042","place"
"1213","geo45693","place"
"1217","dienstmeid","keyword"
"1218","bok","keyword"
"1219","nl.verhalenbank.72917","story"
"1220","Dat hoorde je vroeger zegge, werwolve. Daarvoor ware ze zo bang as ne wezel. Een man kwam midden in de nacht in een witte gedaante, vreselijke geluide. Een dierehuid om, dat dede ze ok wel, soms liepe ze in een berehuid. Da was een keer zo sterk, een dee dat ook, da was ne vader tege z'n eige zoon. Die vader stak z,n eige in een dierehuid. Maar die zoon ging d'r op af. ,,Ge gaat d,r onverbiddelijk an!"" Toen moest die vader om genade roepe, anders was dat gebeurd ook!","content"
"1221","geo44699","place"
"1222","geo44700","place"
"1226","jongen","keyword"
"1227","genade","keyword"
"1228","bangmakerij","keyword"
"1229","dierenhuid","keyword"
"1230","nl.verhalenbank.126217","story"
"1231","D'r was een man, een schoenmaker, die kon weerwolven volgens de verhalen. D'r zat een paard verdronken in de sloot. Hij kwam met een kar en laaide 't paard in z'n eentje op de kar. En hij ree d'r gewoon mee naar vore. Iedereen hier in de buurt was bang van die man. Ik heb ok wel is gehoord van een ruige vacht.","content"
"1232","geo45630","place"
"1233","Tull en Het Waal","place"
"1234","52.0013657","place"
"1235","5.133614399999942","place"
"1239","vacht","keyword"
"1240","nl.verhalenbank.125698","story"
"1241","Vroeger dan zatte ze bij 't vuur, dan kwame de verhale. Veel over de weerwolf. Wtj haddän een buurman en die had verkering in Kerkwijk. Op een keer, toen had ie z'n meisje thuisgebracht, lopende, want vroeger ging alles lopende, en hij gaat naar huis en toen zat d'r wat achter 'm. D'r was d'r eentje vlak achter 'm, sloffe en steune, vlak achter 'm. En die man vertelde, die weerwolf of wat 't ok was, die had z'n hande op z'n schouders gelegd. Maar hij had niet om durve kijke. Hij heb z'n eige geen denkbeeld kenne vorme wat 't geweest is. Tot bijna bij Delwijne toe heb die weerwolf 'm thuisgebracht.","content"
"1242","geo45105","place"
"1243","Haaften","place"
"1244","51.8176296","place"
"1245","5.21162419999996","place"
"1246","geo45106","place"
"1250","achtervolgen","keyword"
"1251","verliefd","keyword"
"1252","verkering","keyword"
"1253","achterna","keyword"
"1254","verhalen","keyword"
"1255","thuisbrengen","keyword"
"1256","kampvuur","keyword"
"1257","nl.verhalenbank.47643","story"
"1258","Soms zijn mensen naar huis gebracht door een weerwolf.","content"
"1259","geo33552","place"
"1260","Milheeze","place"
"1261","51.5038039","place"
"1262","5.7800695","place"
"1266","brengen","keyword"
"1267","thuis","keyword"
"1268","meegaan","keyword"
"1269","wegbrengen","keyword"
"1270","begeleiden","keyword"
"1271","meewandelen","keyword"
"1272","nl.verhalenbank.35901","story"
"1273","Weerwolven.

Trots zijn ruim tachtig jaar heugt het Cornelis Westveer, de schaapherder, nog heel goed wat die Kloetingsche weerwolf hem heeft aangedaan. Voor een vijftig jaar woonde hij naast dien man. Zijn dochtertje, een meisje van veertien jaar, werd deerlijk door dien weerwolf geplaagd— niet bepaald betooverd, althans dat gelooft hij niet — maar gedurig, vooral 's avonds, kwam over dat kind een ongekende vrees, een angst die aan vertwijfeling grensde. 't Zweet druppelde van haar hoofdje — tot de weerwolf ophield haar te kwellen; dan viel ze afgemat in slaap.
Hoe vaak had hij niet klaargestaan om zijn buurman te lijf te gaan. Maar iets had hem telkens weerhouden, zei de vrome Cornelis. Heeft de Heere niet gezegd: ,,Aan mij is de wrake"".
Soms sloop de weerwolf om het huis. Ze hebben wel met een gloeiende pook klaargestaan om hem te teekenen, maar hij wist altijd te ontkomen.
Een andere buurman had meer geluk.
Toen hij met zijn vrouw op zolder bezig was het sprokkelhout — takkebossen en resten van een doornbosch — te ordenen, zagen ze hem als een glinsterenden bal, die zonder ophouden, heen en weer rolde over den zolder.
De weerwolfsjagers trokken direct van leer, met een doornstok, en hoewel het lang niet meeviel, den bal te raken, kreeg hij op het eind toch geduchte klappen. Plotseling verdween hij even snel als hij gekomen was.
Den volgenden dag verscheen de weerwolf met een omzwachteld hoofd. Hij had zoo'n kiespijn, zei hij, maar heel Kloetinge wist wel beter, en voor geen geld van de wereld zou hij zijn gezicht met de bloedige striemen hebben laten zien.

Veel kwaad heeft dat duivelskind veroorzaakt. Toen hij dood was, wenschte men elkaar op het dorp geluk. 't Had veel voeten in de aarde om menschen te vinden, die hem grafwaarts wilden dragen, een dienst die anders door niemand wordt geweigerd.
Toen ze met de kist onderweg waren, hoorden ze honden jammerlijk huilen, doch ze zagen er geen een, zoo dat elk de angst om het hart sloeg. Bij het betreden van het kerkhof krasten de kraaien, die als maar over de baar vlogen, ijselijk. 't Ergste was wel dat de dragers heel duidelijk gestommel in de kist hoorden, ja, sommigen meenden 'm te horen kermen. Niemand twijfelde er aan, of de duivel had hem al gehaald, zoodat hij geen eerlijke begrafenis heeft gehad, wat zelfs den armste is gegeven. De kist werd enkel in het graf gezet, dan ging men haastig heen.
","content"
"1274","geo22904","place"
"1275","Kloetinge","place"
"1276","51.4983177","place"
"1277","3.9124103","place"
"1278","kerkhof","keyword"
"1279","kist","keyword"
"1280","graf","keyword"
"1281","zolder","keyword"
"1282","geld","keyword"
"1283","meisje","keyword"
"1284","vliegen","keyword"
"1285","hart","keyword"
"1286","wereld","keyword"
"1287","krassen","keyword"
"1288","wraak","keyword"
"1289","grenzen","keyword"
"1290","bal","keyword"
"1291","ontkomen","keyword"
"1292","kiespijn","keyword"
"1293","slaap","keyword"
"1294","kermen","keyword"
"1295","voeten","keyword"
"1296","kraaien","keyword"
"1297","aarde","keyword"
"1298","dochtertje","keyword"
"1299","aandoen","keyword"
"1300","kwellen","keyword"
"1301","gloeiend","keyword"
"1302","veertien","keyword"
"1303","tekenen","keyword"
"1304","gestommel","keyword"
"1305","sprokkelhout","keyword"
"1306","dragers","keyword"
"1307","klappen","keyword"
"1308","pook","keyword"
"1309","vrees","keyword"
"1310","baar","keyword"
"1311","hoofdje","keyword"
"1312","takkenbossen","keyword"
"1313","armste","keyword"
"1314","striemen","keyword"
"1315","vertwijfeling","keyword"
"1316","bloedig","keyword"
"1317","afgemat","keyword"
"1318","doornbos","keyword"
"1319","glinsterend","keyword"
"1320","doornstok","keyword"
"1321","omzwachtelen","keyword"
"1322","duivelskind","keyword"
"1323","grafwaarts","keyword"
"1324","eerlijke","keyword"
"1325","nl.verhalenbank.41655","story"
"1326","Mens-hond

D'r is hier ok 'n verhaol over 'n grote zwarte hond. Da was 'n mens, die kwam 's avons. Dan kon ie zich verandere in 'n hond. In inne kir valt ie dan zo aon, dan springt ie op oew schouwers.","content"
"1327","geo28188","place"
"1328","Haaren","place"
"1329","51.6021331","place"
"1330","5.2267124","place"
"1334","schouders","keyword"
"1335","gedaantewisseling","keyword"
"1336","'s avonds","keyword"
"1337","nl.verhalenbank.128733","story"
"1338","Er was een – een aantrekkelijke jonge dochter. Aanbidders, of vrijers zou je ook kunnen zeggen, waren er genoeg, en tot haar genoegen. Een vrijer uit de omgeving scheen toch wel haar favoriet te willen – te moeten zijn. Die jongen, die kreeg bij het ’s avonds op straat lopen en op bezoek gaan bij die boerderij, kreeg hij last met de weerwolf, dus de weerwolf sprong hem op de rug. De mensen zeiden zo: ‘Hij krijgt een weerwolf te dragen.’ En doordat hij hem steeds op z’n nek kreeg, werden beiden, ondanks de last die de jongen had, gemeenzaam met elkaar. Als ze dan in de avond om het huis van zijn meisje zwierf, bij Lormans, om haar te ontmoeten, buiten, hing die weerwolf op z’n rug, doch als het meisje de deur voor de jongen opende, stapte de wolf af. Het was in die tijd nog een voordeur waarvan de bovenste helft apart openging, zoals het nog wel door ons gezien is bij de paardenstallen. Praten door de bovendeur, zo bedoel ik. Daar kwam natuurlijk het eerste contact met de bezoeker tot stand, maar al gauw ging ook die onderdeur open. Dan stonden beiden daar tegen de voorgevel van het huis, beschut tegen de westenwind, terwijl de weerwolf zich stil aan hun voeten vleidden. Als dan, door één of ander licht briesje, de slippen van beider blauwe linnen voorschoten, die ook de man droeg destijds, tussen haakjes, een voorschoot, de kop van de weerwolf raakten, dan zuchtte het dier, uit de grond van z’n hart.","content"
"1339","geo48630","place"
"1340","51.4826537","place"
"1341","5.2321687","place"
"1345","dochter","keyword"
"1346","vrijer","keyword"
"1347","aanbidder","keyword"
"1348","westenwind","keyword"
"1349","’s avonds","keyword"
"1350","voorschoten","keyword"
"1351","lormans","keyword"
"1352","nl.verhalenbank.126072","story"
"1353","Ja, die sprong op je rug, die moest je een end drage. D'r was een man, die had daar een knak door gekrege. Die had de weerwolf thuis motte brenge. Een zwarten hoond met oge als vuurballe. En dan werd dat beest op 't lest zo zwaar, dat zo'n man in mekaar zakte.","content"
"1357","nl.verhalenbank.35730","story"
"1358","Weerwolf valt nooit aan 

Als de weerwolf je iets deed, was het je eigen schuld. Ik heb nooit last van hem gehad, behalve dat ik hem eens heb moeten dragen, maar dat was toch zo erg niet. Ik zette ook soms wat eten buiten en 's morgens was het altijd weg.
","content"
"1359","geo22755","place"
"1360","Stramproy","place"
"1361","51.1943225","place"
"1362","5.722053","place"
"1366","schuld","keyword"
"1367","erg","keyword"
"1368","buiten zetten","keyword"
"1369","nl.verhalenbank.125991","story"
"1370","Da hek wel is gehoord van een paardekoper uit Nieuwaal, daar geloofde ze ook in weervolve, ze schote met een zilver dubbeltje op 't geweer. Anders zou je de weerwolf niet kenne rake.","content"
"1371","geo45513","place"
"1372","51.8098893","place"
"1373","geo45787","place"
"1374","Nieuwendijk","place"
"1375","51.7704114","place"
"1376","4.921941899999979","place"
"1377","J.v.d. Stelt","person unknown_gender narrator"
"1380","missen","keyword"
"1381","zilver","keyword"
"1382","nl.verhalenbank.128408","story"
